,id,pid,lot_subclass,lot_zone,lot_frontage,lot_area,access_road,access_alley,lot_shape,land_contour,utilities_type,lot_config,land_slope,neighborhood,cond_1,cond_2,house_type,house_style,house_qual,house_cond,year_built,year_remodel,roof_style,roof_material,exterior_type1,exterior_type2,wall_type,wall_area,exterior_qual,exterior_cond,foundation_type,bsmt_qual,bsmt_cond,bsmt_area,bsmt_type1_score,bsmt_type1_area,bsmt_type2_score,bsmt_type2_area,bsmt_unfinish_area,bsmt_total_area,heating_type,heating_cond,central_aircond,electrical_type,floor_1_area,floor_2_area,floor_lowqual_total_area,ground_total_area,bath_full_bsmt_num,bath_half_bsmt_num,bath_full_bsmt_num,bath_full_ground_num,bath_half_ground_num,kitchen_num,kitchen_qual,rooms_num,house_fn,fireplace_num,fireplace_score,garage_type,garage_year,garage_finish,garage_car_num,garage_area,garage_qual,garage_cond,driveway_type,wooddeck_area,porch_open_area,porch_enclosed_area,porch_3season_area,porch_screen_area,pool_area,pool_qual,fence_num,misc_feature,misc_value,sold_month,sold_year,sale_type,sale_price,interact_01,interact_02,interact_03
494,2535,534201260,20,RL,78.0,9360,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,0.6,0.7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,0.6,0.6,CBlock,0.6,0.6,Av,0.8333333333333334,760.0,0.16666666666666666,0.0,216.0,976.0,GasA,0.6,Y,SBrkr,976,0,0,976,1.0,0.0,1,0,2,1,0.8,4,Typ,1,0.4,Attchd,1968.0,RFn,2.0,504.0,0.6,0.6,Y,94,0,0,0,0,0,,,,0,8,2006,WD ,157500,3943872,1202.3999999999999,585.6
495,2030,903430050,50,RM,40.0,5680,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,0.5,0.3,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,0.6,0.6,CBlock,0.6,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,969.0,969.0,GasA,0.6,N,FuseA,969,245,0,1214,0.0,0.0,1,0,2,1,0.6,6,Typ,0,,Detchd,1920.0,Unf,1.0,216.0,0.6,0.6,N,0,0,77,0,0,0,,MnPrv,,0,9,2007,WD ,117000,3706950,975.0,607.0
496,2634,535478090,20,RL,70.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,0.5,0.6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.6,0.6,CBlock,0.6,0.6,No,0.6666666666666666,468.0,0.16666666666666666,0.0,396.0,864.0,GasA,0.8,Y,SBrkr,864,0,0,864,0.0,1.0,1,0,3,1,0.6,5,Typ,0,,Attchd,1962.0,Unf,1.0,336.0,0.6,0.6,Y,0,0,0,0,0,0,,GdWo,,0,2,2006,WD ,105000,3849444,981.0,432.0
497,1530,909256060,50,RL,51.0,10480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,0.6,0.5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.6,0.6,BrkTil,0.6,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,1064.0,1064.0,GasA,1.0,Y,FuseA,1166,0,473,1639,0.0,0.0,1,0,3,1,0.6,6,Maj2,0,,Detchd,1936.0,Unf,1.0,240.0,0.6,0.6,Y,0,0,0,0,0,0,,,,0,3,2008,WD ,115000,3775200,1170.0,983.4
498,435,528112040,20,RL,95.0,11578,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0.9,0.5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,1.0,0.6,PConc,1.0,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,1736.0,1736.0,GasA,1.0,Y,SBrkr,1736,0,0,1736,0.0,0.0,2,0,3,1,1.0,7,Typ,1,0.8,Attchd,2008.0,RFn,3.0,834.0,0.6,0.6,Y,319,90,0,0,0,0,,,,0,7,2009,WD ,360000,4032064,1807.2,1562.4
499,812,906226110,90,RL,64.0,7018,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,0.5,0.5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,0.6,0.6,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,0.6,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,0.6,8,Typ,0,,Attchd,1979.0,Unf,2.0,400.0,0.6,0.6,Y,0,0,0,0,0,0,,,,0,6,2009,WD ,118858,3916441,989.5,767.5
500,1202,534251280,60,RL,,9130,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,0.6,0.8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,0.6,0.6,CBlock,0.6,0.6,No,1.0,400.0,0.5,64.0,336.0,800.0,GasA,0.8,Y,SBrkr,800,832,0,1632,0.0,1.0,1,1,4,1,0.8,7,Typ,0,,Attchd,1966.0,Unf,2.0,484.0,0.6,0.6,Y,0,40,0,0,0,0,,,,0,7,2008,WD ,173000,3932000,1200.0,979.1999999999999
501,666,535383120,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,0.3,0.5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.6,0.6,BrkTil,0.6,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,630.0,630.0,GasA,0.6,Y,FuseA,725,0,0,725,0.0,0.0,1,1,1,1,0.6,4,Typ,0,,Detchd,1959.0,Unf,1.0,320.0,0.6,0.6,Y,0,30,0,0,0,0,,,,0,11,2009,WD ,78500,3776220,599.4,217.5
502,1751,528240020,60,RL,62.0,8244,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0.7,0.5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8,0.6,PConc,0.8,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,840.0,840.0,GasA,1.0,Y,SBrkr,840,880,0,1720,0.0,0.0,2,1,3,1,0.8,7,Typ,1,0.8,Attchd,2004.0,Fin,2.0,440.0,0.6,0.6,Y,100,48,0,0,0,0,,,,0,5,2007,WD ,183500,4016016,1402.8,1204.0
503,705,902135020,20,RM,60.0,6000,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,0.4,0.4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.4,0.6,CBlock,0.4,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,936.0,936.0,GasA,0.6,N,SBrkr,936,0,0,936,0.0,0.0,1,0,2,1,0.6,4,Min2,0,,Detchd,1974.0,Unf,2.0,576.0,0.6,0.6,Y,0,32,112,0,0,0,,,,0,2,2009,WD ,93000,3814209,781.2,374.40000000000003
504,1744,528228375,120,RL,,3621,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,0.8,0.5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,0.8,0.6,PConc,0.8,0.6,Gd,1.0,1084.0,0.16666666666666666,0.0,322.0,1406.0,GasA,1.0,Y,SBrkr,1589,0,0,1589,1.0,0.0,2,0,2,1,0.8,7,Typ,1,0.6,Attchd,2003.0,Fin,3.0,630.0,0.6,0.6,Y,143,20,0,0,0,0,,,,0,11,2007,WD ,226500,4012009,1602.4,1271.2
505,357,527163040,60,RL,59.0,7837,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0.6,0.7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8,0.6,PConc,0.8,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,799.0,799.0,GasA,0.8,Y,SBrkr,799,772,0,1571,0.0,0.0,2,1,3,1,0.6,7,Typ,1,0.6,Attchd,1993.0,RFn,2.0,380.0,0.6,0.6,Y,0,40,0,0,0,0,,,,0,5,2009,WD ,178000,3974042,1196.3999999999999,942.5999999999999
506,2133,907192120,20,RL,72.0,10665,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.7,0.5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,0.8,0.6,PConc,0.8,0.6,Av,1.0,1013.0,0.16666666666666666,0.0,440.0,1453.0,GasA,1.0,Y,SBrkr,1479,0,0,1479,1.0,0.0,2,0,3,1,0.8,7,Typ,0,,Attchd,2003.0,RFn,2.0,558.0,0.6,0.6,Y,144,29,0,0,0,0,,,,0,6,2007,WD ,226000,4012009,1402.1,1035.3
507,989,924100060,60,RL,70.0,10457,Pave,,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,0.5,0.7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,0.8,1.0,CBlock,0.6,0.6,Gd,0.6666666666666666,496.0,0.3333333333333333,288.0,0.0,784.0,GasA,1.0,Y,SBrkr,784,848,0,1632,0.0,0.0,1,1,4,1,0.6,7,Typ,1,0.6,Attchd,1969.0,RFn,2.0,898.0,0.6,0.6,Y,0,173,368,0,0,0,,MnPrv,,0,4,2009,WD ,173000,3876961,984.5,816.0
508,562,532378120,20,RL,60.0,8281,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0.5,0.5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.6,0.6,CBlock,0.6,0.6,No,0.5,553.0,0.6666666666666666,311.0,0.0,864.0,GasA,0.8,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,0.6,5,Typ,1,0.2,Detchd,1965.0,Unf,1.0,360.0,0.6,0.6,Y,0,0,236,0,0,0,,GdWo,,0,12,2009,WD ,62383,3861225,982.5,432.0
509,1054,528104080,60,RL,67.0,14948,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,0.9,0.5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,1.0,0.6,PConc,1.0,0.6,Av,1.0,1330.0,0.16666666666666666,0.0,122.0,1452.0,GasA,1.0,Y,SBrkr,1476,1237,0,2713,1.0,0.0,2,1,3,1,1.0,11,Typ,1,0.8,Attchd,2008.0,Fin,3.0,858.0,0.6,0.6,Y,126,66,0,0,0,0,,,,0,11,2008,New,446261,4032064,1807.2,2441.7000000000003
510,2850,909250070,70,RL,43.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,0.7,0.8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,0.6,0.6,BrkTil,0.6,0.6,No,0.8333333333333334,424.0,0.16666666666666666,0.0,200.0,624.0,GasA,1.0,Y,SBrkr,743,736,0,1479,1.0,0.0,1,0,3,1,0.8,6,Typ,2,0.8,Detchd,1926.0,Unf,1.0,312.0,0.6,0.6,Y,530,0,56,0,0,0,,MnPrv,,0,5,2006,WD ,160000,3846222,1397.8999999999999,1035.3
511,1082,528228405,120,RM,,3940,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,0.7,0.5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,0.8,0.6,PConc,0.8,0.6,No,1.0,1087.0,0.16666666666666666,0.0,306.0,1393.0,GasA,1.0,Y,SBrkr,1576,0,0,1576,1.0,0.0,2,0,2,1,0.8,7,Typ,1,0.6,Attchd,2004.0,RFn,3.0,668.0,0.6,0.6,Y,143,20,0,0,0,0,,,,0,5,2008,WD ,219990,4016016,1402.8,1103.1999999999998
512,1440,907187080,20,RL,93.0,9382,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.7,0.5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,0.8,0.6,PConc,0.8,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,1468.0,1468.0,GasA,1.0,Y,SBrkr,1479,0,0,1479,0.0,0.0,2,0,3,1,0.8,6,Typ,0,,Attchd,1999.0,RFn,2.0,577.0,0.6,0.6,Y,120,25,0,0,0,0,,,,0,7,2008,WD ,191000,3998000,1400.0,1035.3
513,2006,903201090,40,RL,55.0,6854,Pave,,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,0.5,0.7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.6,0.8,PConc,0.6,0.6,No,0.3333333333333333,317.0,0.5,227.0,212.0,756.0,GasA,0.6,N,FuseA,916,144,0,1060,1.0,0.0,1,0,1,1,0.6,6,Mod,1,0.8,Detchd,1969.0,Unf,1.0,308.0,0.4,0.6,Y,0,65,0,0,150,0,,,,0,8,2007,WD ,136500,3838450,997.0,530.0
514,2082,905475520,30,RL,,11515,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,0.4,0.5,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,0.6,0.6,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,0.6,N,SBrkr,943,0,0,943,0.0,0.0,1,0,3,1,0.8,5,Min2,0,,Detchd,1958.0,Unf,1.0,308.0,0.6,0.6,N,0,0,60,0,0,0,,,,0,8,2007,WD ,80000,3904252,797.6,377.20000000000005
515,2344,527302080,50,RL,,13837,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,0.7,0.5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,0.8,0.8,PConc,0.8,0.8,No,1.0,1002.0,0.3333333333333333,202.0,0.0,1204.0,GasA,0.8,Y,SBrkr,1377,806,0,2183,0.0,0.0,2,1,4,1,0.8,9,Typ,0,,Attchd,1988.0,Unf,3.0,786.0,0.6,0.6,Y,0,0,0,0,0,0,,,,0,2,2006,WD ,229000,3952144,1391.6,1528.1
516,248,906223090,60,RL,80.0,9938,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0.7,0.5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,0.8,0.6,PConc,0.8,0.6,No,1.0,750.0,0.16666666666666666,0.0,300.0,1050.0,GasA,1.0,Y,SBrkr,1062,887,0,1949,1.0,0.0,2,1,3,1,0.8,8,Typ,1,0.6,Attchd,1993.0,Fin,2.0,574.0,0.6,0.6,Y,156,90,0,0,0,0,,GdPrv,,0,6,2010,WD ,236000,3974042,1395.8,1364.3
517,2276,921128030,20,RL,85.0,12633,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,1.0,0.5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,1.0,0.6,PConc,1.0,0.6,Gd,0.16666666666666666,0.0,0.16666666666666666,0.0,1824.0,1824.0,GasA,1.0,Y,SBrkr,1824,0,0,1824,0.0,0.0,2,0,3,1,1.0,8,Typ,1,0.8,Attchd,2006.0,Fin,3.0,932.0,0.6,0.6,Y,160,36,0,0,108,0,,,,0,9,2007,New,392000,4026042,2007.0,1824.0
518,755,903451090,70,RM,57.0,6876,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,0.6,0.5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,0.6,0.6,CBlock,0.6,0.4,No,0.6666666666666666,522.0,0.16666666666666666,0.0,198.0,720.0,GasA,0.4,Y,SBrkr,1146,784,0,1930,1.0,0.0,2,0,4,1,0.6,8,Typ,0,,Attchd,1927.0,Unf,1.0,316.0,0.6,0.6,Y,0,0,213,0,0,0,,MnPrv,,0,8,2009,WD ,149000,3757650,1170.0,1158.0
519,1178,533236090,160,FV,36.0,3951,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,1.0,0.5,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,1.0,0.6,PConc,0.8,0.6,Mn,0.6666666666666666,128.0,1.0,842.0,0.0,970.0,GasA,1.0,Y,SBrkr,1469,924,0,2393,1.0,0.0,2,1,2,1,1.0,7,Typ,1,0.6,Attchd,1998.0,Fin,2.0,846.0,0.6,0.6,Y,0,90,0,0,94,0,,,,0,2,2008,WD ,345000,3994002,1999.0,2393.0
520,2636,902100110,70,RM,62.0,9856,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,0.5,0.8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,0.8,0.8,PConc,0.4,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,716.0,716.0,GasA,1.0,Y,FuseA,1007,1007,0,2014,0.0,0.0,2,0,5,1,0.6,8,Typ,0,,Detchd,1900.0,Unf,2.0,624.0,0.6,0.6,Y,0,72,167,0,0,0,,,,0,6,2006,WD ,169000,3809500,1002.5,1007.0
521,2077,905377050,20,RL,84.0,17808,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,0.4,0.5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.6,0.6,CBlock,0.6,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,484.0,484.0,GasA,0.6,N,SBrkr,1242,0,0,1242,0.0,0.0,1,0,2,1,0.6,4,Mod,0,,Attchd,1946.0,Unf,1.0,336.0,0.6,0.6,N,0,0,0,0,0,0,,,,0,7,2007,WD ,109900,3794700,780.0,496.8
522,2930,924151050,60,RL,74.0,9627,Pave,,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,0.7,0.5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,0.6,0.6,PConc,0.8,0.6,Av,0.3333333333333333,758.0,0.16666666666666666,0.0,238.0,996.0,GasA,1.0,Y,SBrkr,996,1004,0,2000,0.0,0.0,2,1,3,1,0.6,9,Typ,1,0.6,Attchd,1993.0,Fin,3.0,650.0,0.6,0.6,Y,190,48,0,0,0,0,,,,0,11,2006,WD ,188000,3974042,1395.8,1400.0
523,737,903227090,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,0.6,0.6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.6,0.4,CBlock,0.6,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,780.0,780.0,GasA,1.0,Y,FuseF,825,587,0,1412,0.0,0.0,1,0,4,1,0.6,6,Typ,1,0.8,Detchd,1939.0,Unf,1.0,280.0,0.6,0.6,Y,45,0,0,0,0,0,,,,0,5,2009,WD ,132500,3781050,1170.0,847.1999999999999
524,837,907126050,20,RL,65.0,9757,Pave,,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,0.5,0.7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.6,0.8,PConc,0.6,0.6,No,0.8333333333333334,755.0,0.16666666666666666,0.0,235.0,990.0,GasA,1.0,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,0.6,5,Typ,0,,Attchd,1995.0,RFn,1.0,440.0,0.6,0.6,Y,66,0,0,0,92,0,,,,0,10,2009,WD ,143000,3976036,997.0,495.0
525,2086,905478140,20,RL,58.0,9280,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,0.5,0.6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.6,0.6,CBlock,0.4,0.6,No,0.8333333333333334,557.0,0.16666666666666666,0.0,785.0,1342.0,GasA,1.0,Y,SBrkr,1342,0,0,1342,1.0,0.0,1,0,4,1,0.6,7,Typ,0,,Detchd,1951.0,Unf,1.0,256.0,0.6,0.6,Y,0,0,0,0,0,0,,,,0,4,2007,WD ,125000,3806401,975.5,671.0
526,2385,528114010,20,RL,120.0,14780,Pave,,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,0.9,0.5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,1.0,0.6,PConc,1.0,0.6,Gd,1.0,1505.0,0.16666666666666666,0.0,363.0,1868.0,GasA,1.0,Y,SBrkr,1868,0,0,1868,1.0,0.0,2,0,2,1,1.0,7,Typ,1,0.8,Attchd,2005.0,Fin,3.0,1085.0,0.6,0.6,Y,354,56,0,0,156,0,,,,0,6,2006,WD ,415000,4020025,1804.5,1681.2
527,189,902402130,70,RM,60.0,7740,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,0.4,0.7,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.6,0.6,CBlock,0.4,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,622.0,622.0,GasA,0.8,Y,SBrkr,741,622,0,1363,0.0,0.0,1,0,3,1,0.6,6,Typ,0,,Detchd,1966.0,Unf,2.0,528.0,0.6,0.6,Y,0,0,0,0,168,0,,,,0,6,2010,WD ,125500,3724500,780.0,545.2
528,635,535175030,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,0.6,0.6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,0.6,0.6,CBlock,0.6,0.6,No,0.5,620.0,0.3333333333333333,620.0,0.0,1240.0,GasA,0.8,Y,SBrkr,1632,0,0,1632,1.0,0.0,2,0,3,1,0.6,6,Min1,1,0.8,Attchd,1958.0,RFn,1.0,338.0,0.6,0.6,Y,289,0,0,0,0,0,,MnPrv,,0,4,2009,WD ,139000,3892504,1192.8,979.1999999999999
529,432,528110010,60,RL,97.0,13478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1.0,0.5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,1.0,0.6,PConc,1.0,0.6,Gd,1.0,1338.0,0.16666666666666666,0.0,384.0,1722.0,GasA,1.0,Y,SBrkr,1728,568,0,2296,1.0,0.0,2,1,3,1,1.0,10,Typ,1,0.8,BuiltIn,2008.0,RFn,3.0,842.0,0.6,0.6,Y,382,274,0,0,0,0,,,,0,6,2009,ConLI,451950,4032064,2008.0,2296.0
530,900,908275040,90,RL,65.0,10926,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,0.5,0.5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,0.6,0.6,CBlock,0.6,0.6,No,0.16666666666666666,0.0,0.16666666666666666,0.0,1678.0,1678.0,GasA,0.6,Y,SBrkr,1678,0,0,1678,0.0,0.0,2,0,6,2,0.6,10,Typ,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,119900,3837681,979.5,839.0
531,966,916455070,20,RL,,6853,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,0.8,0.5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,0.8,0.6,PConc,1.0,0.6,No,1.0,1005.0,0.16666666666666666,0.0,262.0,1267.0,GasA,1.0,Y,SBrkr,1296,0,0,1296,1.0,0.0,2,0,2,1,0.8,6,Typ,0,,Attchd,2001.0,Fin,2.0,471.0,0.6,0.6,Y,192,25,0,0,0,0,,,,0,6,2009,WD ,220000,4006002,1601.6000000000001,1036.8
532,1612,526352080,20,RL,85.0,10667,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.6,0.6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,0.6,0.6,CBlock,0.6,0.6,No,0.6666666666666666,838.0,0.16666666666666666,0.0,749.0,1587.0,GasA,0.6,Y,SBrkr,1587,0,0,1587,0.0,0.0,2,0,3,1,0.6,7,Typ,1,0.8,Attchd,1971.0,Unf,2.0,525.0,0.6,0.6,Y,0,44,0,0,0,0,,,,0,3,2007,WD ,167300,3884841,1182.6,952.1999999999999
533,904,909101100,50,RL,45.0,8212,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,0.5,0.6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.6,0.6,CBlock,0.6,0.6,No,0.5,626.0,0.16666666666666666,0.0,94.0,720.0,GasA,1.0,Y,SBrkr,854,444,0,1298,0.0,0.0,1,0,3,1,0.6,6,Typ,2,0.8,Detchd,1940.0,Unf,1.0,256.0,0.6,0.6,Y,84,0,0,0,0,0,,,,0,9,2009,WD ,122000,3784950,975.0,649.0
534,2487,532351090,90,RM,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,0.5,0.5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,0.6,0.6,CBlock,0.6,0.6,No,0.5,1332.0,0.16666666666666666,0.0,396.0,1728.0,GasA,0.6,Y,SBrkr,1728,0,0,1728,1.0,0.0,2,0,6,2,0.6,10,Typ,0,,Detchd,1963.0,Unf,2.0,504.0,0.6,0.6,Y,0,0,0,0,0,0,,,,0,11,2006,ConLI,125000,3853369,981.5,864.0
535,1304,902205090,20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,0.5,0.6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,0.6,0.6,CBlock,0.6,0.6,No,0.5,308.0,0.16666666666666666,0.0,620.0,928.0,GasA,0.8,Y,FuseA,928,0,0,928,0.0,0.0,1,0,3,1,0.6,5,Typ,0,,Attchd,1957.0,Fin,1.0,288.0,0.6,0.6,Y,0,0,0,0,0,0,,,,0,6,2008,WD ,112500,3829849,978.5,464.0
536,2112,906394020,60,RL,78.0,9316,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.7,0.5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.8,0.6,PConc,0.8,0.6,Gd,0.16666666666666666,0.0,0.16666666666666666,0.0,879.0,879.0,GasA,1.0,Y,SBrkr,879,916,0,1795,0.0,0.0,2,1,3,1,0.8,7,Typ,0,,Attchd,2005.0,RFn,2.0,578.0,0.6,0.6,Y,164,111,0,0,0,0,,,,0,10,2007,WD ,191000,4022030,1404.1999999999998,1256.5
537,1244,535180100,20,RL,75.0,9464,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.6,0.7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,0.6,0.8,CBlock,0.6,0.6,No,0.6666666666666666,570.0,0.16666666666666666,0.0,510.0,1080.0,GasA,0.8,Y,SBrkr,1080,0,0,1080,0.0,0.0,1,0,3,1,0.6,5,Typ,0,,Attchd,1958.0,Unf,1.0,288.0,0.6,0.6,Y,0,0,0,0,130,0,,,,0,6,2008,WD ,136000,3833764,1174.8,648.0
